,AllScores,AllAiScores,AllScores_flat
0,"[-16.07771696236921, -15.573689198168395, -15.123316156512661, -15.795306470649138, -14.398847499515202, -15.815413078385003, -14.143884545273906, -15.188218281747085, -15.143119282091465, -17.334293796816873, -15.06174032482603, -15.837221822714966, -14.29775659992944, -16.076191874773627, -14.671533978373951, -15.700477697513456]",0,-16.07771696236921
1,"[-16.362912184627785, -16.09030232389052, -15.268186901471047, -15.95666970735204, -15.869231920631101, -16.947624784981315, -15.875094013009804, -15.997992156706934, -14.194328080664452, -15.25379597598584, -15.270505565750518, -15.59806501110594, -16.222911347142386, -14.973648508018508, -15.933594379087495, -14.532054200069286]",0,-15.573689198168395
2,"[-14.120520077033401, -15.307291323671116, -14.890442831057186, -15.987224763509985, -16.943689817104797, -16.093092607468645, -15.690954858824112, -15.55385753525209, -17.0994121135683, -16.07310202132158, -15.200184669383628, -15.582294321516333, -16.457554593546455, -14.291063199091608, -15.241837566574109, -15.92076853203821]",0,-15.123316156512661
3,"[-16.078636330477835, -15.802912764165502, -15.49611413491873, -14.577867508232865, -14.359184828516092, -15.25880774211868, -15.920456603416545, -14.526565741720074, -15.844345526517923, -15.155583613927979, -15.823209118876324, -15.995307264567197, -14.927716632852688, -16.068825599390976, -15.962162934366283, -15.72848244443305]",0,-15.795306470649138
4,"[-15.930811036947894, -15.141247058141772, -15.388375778251003, -16.652421236471156, -15.603779670396639, -15.597355069014696, -16.08246789322551, -14.47846354686402, -16.44387448140212, -16.4508330254469, -15.397287014204796, -15.393442234425896, -15.219536279044402, -15.793025522909552, -14.177207947669672, -15.398157125999942]",0,-14.398847499515202
5,,0,-15.815413078385003
6,,0,-14.143884545273906
7,,0,-15.188218281747085
8,,0,-15.143119282091465
9,,0,-17.334293796816873
10,,0,-15.06174032482603
11,,0,-15.837221822714966
12,,0,-14.29775659992944
13,,0,-16.076191874773627
14,,0,-14.671533978373951
15,,0,-15.700477697513456
16,,20,-16.362912184627785
17,,20,-16.09030232389052
18,,20,-15.268186901471047
19,,20,-15.95666970735204
20,,20,-15.869231920631101
21,,20,-16.947624784981315
22,,20,-15.875094013009804
23,,20,-15.997992156706934
24,,20,-14.194328080664452
25,,20,-15.25379597598584
26,,20,-15.270505565750518
27,,20,-15.59806501110594
28,,20,-16.222911347142386
29,,20,-14.973648508018508
30,,20,-15.933594379087495
31,,20,-14.532054200069286
32,,40,-14.120520077033401
33,,40,-15.307291323671116
34,,40,-14.890442831057186
35,,40,-15.987224763509985
36,,40,-16.943689817104797
37,,40,-16.093092607468645
38,,40,-15.690954858824112
39,,40,-15.55385753525209
40,,40,-17.0994121135683
41,,40,-16.07310202132158
42,,40,-15.200184669383628
43,,40,-15.582294321516333
44,,40,-16.457554593546455
45,,40,-14.291063199091608
46,,40,-15.241837566574109
47,,40,-15.92076853203821
48,,60,-16.078636330477835
49,,60,-15.802912764165502
50,,60,-15.49611413491873
51,,60,-14.577867508232865
52,,60,-14.359184828516092
53,,60,-15.25880774211868
54,,60,-15.920456603416545
55,,60,-14.526565741720074
56,,60,-15.844345526517923
57,,60,-15.155583613927979
58,,60,-15.823209118876324
59,,60,-15.995307264567197
60,,60,-14.927716632852688
61,,60,-16.068825599390976
62,,60,-15.962162934366283
63,,60,-15.72848244443305
64,,80,-15.930811036947894
65,,80,-15.141247058141772
66,,80,-15.388375778251003
67,,80,-16.652421236471156
68,,80,-15.603779670396639
69,,80,-15.597355069014696
70,,80,-16.08246789322551
71,,80,-14.47846354686402
72,,80,-16.44387448140212
73,,80,-16.4508330254469
74,,80,-15.397287014204796
75,,80,-15.393442234425896
76,,80,-15.219536279044402
77,,80,-15.793025522909552
78,,80,-14.177207947669672
79,,80,-15.398157125999942
