,AllScores,AllAiScores
0,30320.18557009968,0
1,17547.56415543069,0
2,15247.51528545661,0
3,-3300.9399020520873,0
4,15301.981862600405,0
5,12279.742687099677,0
6,28244.380274462204,0
7,22530.735429753087,0
8,10116.049727764024,0
9,29056.92444625125,0
10,25240.036212631578,0
11,37144.8709650383,0
12,11613.12049724361,0
13,9822.23181738116,0
14,22019.399529430997,0
15,14961.284986400158,0
16,18955.984154378624,20
17,32810.443269148236,20
18,-2808.263388652329,20
19,23423.686724233212,20
20,2466.7022575371675,20
21,-8275.739497902732,20
22,23702.057805257413,20
23,25759.227792645044,20
24,20398.247891596086,20
25,17302.452040996788,20
26,4405.856047674407,20
27,32461.067537063944,20
28,-2341.437672298915,20
29,9390.54258697382,20
30,22408.692678289495,20
31,440.7610950939956,20
32,20208.239869320063,40
33,10579.401004451229,40
34,41664.116180955694,40
35,18042.354184263164,40
36,24322.825521274845,40
37,9795.159839643917,40
38,37941.736186479415,40
39,19107.297532604098,40
40,2907.315228934659,40
41,20570.769513689447,40
42,28908.75838168266,40
43,30203.763329587036,40
44,947.0084237510981,40
45,31994.51983273439,40
46,31240.53799313185,40
47,24977.872815959327,40
48,11749.00321382813,60
49,22328.32792204065,60
50,30223.5047825478,60
51,31527.48016509197,60
52,21185.05093465284,60
53,21865.248687743224,60
54,33547.02853555433,60
55,38994.388451543804,60
56,26051.893305085483,60
57,39971.35522206528,60
58,9575.708823500057,60
59,23581.19718667813,60
60,33741.56700017061,60
61,32579.72273171722,60
62,38779.946978848355,60
63,1922.6599464916198,60
64,20755.492982542706,80
65,27413.314647296254,80
66,34619.64360345589,80
67,-2001.7710648489815,80
68,35623.89106625235,80
69,33484.50268301778,80
70,34758.47705659491,80
71,42656.477541129556,80
72,23039.129992957638,80
73,40430.34824578849,80
74,42749.607829298315,80
75,34530.209058237,80
76,24033.9821118637,80
77,32525.2583616775,80
78,35784.210713114044,80
79,45255.05998302376,80
