,AllScores,AllAiScores
0,7327.246378695016,0
1,31498.702856218053,0
2,31183.586749019432,0
3,34202.36086251233,0
4,34548.960296754434,0
5,32055.353019594957,0
6,10217.34291912992,0
7,32457.985325624748,0
8,29506.094621444252,0
9,18402.746120007505,0
10,8433.37969231401,0
11,17894.427151324147,0
12,24244.80107397415,0
13,26928.275319852,0
14,13289.449327188428,0
15,23687.982569904212,0
16,36339.79512266904,20
17,5602.376149453386,20
18,29260.08303783739,20
19,20765.475532387063,20
20,34130.995787377375,20
21,21903.034113445457,20
22,23265.376533314695,20
23,2740.133685944219,20
24,-6760.13104887433,20
25,29852.70817284077,20
26,29308.23817341765,20
27,34437.528098841816,20
28,12366.986275320129,20
29,10812.332667445424,20
30,28315.24796180202,20
31,26254.48656358736,20
32,46307.870216583695,40
33,19766.943540783624,40
34,23040.725243502653,40
35,17695.716593365403,40
36,33873.16227942268,40
37,7306.468254893251,40
38,27755.984198355338,40
39,30124.07053374825,40
40,33277.613557459605,40
41,6946.187782237871,40
42,34013.37149453651,40
43,28150.31486063379,40
44,9681.506056672444,40
45,20066.419271473216,40
46,10184.123695687627,40
47,27188.034636620847,40
48,17635.915555240066,60
49,34886.0467244747,60
50,42408.18176583752,60
51,41647.12982461356,60
52,38470.29285993191,60
53,31726.058250136222,60
54,40122.53305404846,60
55,-6482.026465390297,60
56,49516.093914153185,60
57,29134.82811673403,60
58,32547.46470812146,60
59,37413.967328862906,60
60,28512.899882960133,60
61,24535.735159209307,60
62,14192.309356173722,60
63,33011.29573101575,60
64,44302.35070208822,80
65,43077.34782982936,80
66,19960.89507858595,80
67,39253.26910551645,80
68,40540.624480520666,80
69,44384.11656583699,80
70,41043.97350399736,80
71,47899.62675363242,80
72,39008.08938008643,80
73,30610.378823989762,80
74,46337.19236740662,80
75,35941.031094737074,80
76,45597.441405000114,80
77,43249.833199987115,80
78,36706.97998261091,80
79,48094.335601192804,80
