,AllScores,AllAiScores,AllScores_flat
0,"[-14.536811879025787, -16.574941090924558, -16.488000757073912, -14.161601567493369, -13.82680553370205, -14.854273451937342, -16.003002445907, -14.81952922858114, -15.635931348223313, -15.665737208965101, -14.101861072557817, -14.688432938764072, -14.12256426422586, -14.978013671947975, -14.454970360000406, -15.876666361915593]",0,-14.536811879025787
1,"[-14.211712249239582, -15.954927588751929, -15.261421930100687, -15.388732933464807, -15.597772880817143, -15.218663173629785, -15.261931518944017, -14.246794892398462, -13.897098649875895, -14.523839873460307, -15.964276459489163, -15.631780569749711, -15.358806665149327, -14.230811625632267, -14.456224687064793, -17.28174235154426]",0,-16.574941090924558
2,"[-14.93432516504507, -15.53181439553622, -15.939769295290958, -15.959278267615534, -16.135378028372568, -14.161420960848044, -15.204186292334223, -15.87870488256284, -15.257432525527499, -15.941959421608106, -15.781328161417186, -15.964506415595647, -14.391663428074018, -15.985062862357207, -15.969284657819902, -16.213689401490534]",0,-16.488000757073912
3,"[-16.26429087515304, -14.277905926661678, -16.587765460065654, -15.985134202926703, -16.202721168300585, -16.116032356414802, -14.173329622288767, -14.325555920034821, -14.556230630763853, -15.534906549045125, -16.000258833859338, -16.053331313314892, -14.488552644111753, -15.782486972540479, -14.309842344025252, -15.36125037050904]",0,-14.161601567493369
4,"[-15.731001429992727, -14.333529610532164, -16.01070549810923, -16.066181652638356, -14.117484792359633, -15.545899973839731, -16.19666365253806, -14.926671123812778, -15.498056949921935, -14.991227773660638, -16.2856143093575, -16.391235880489823, -16.035058917544042, -15.50747157600205, -16.35965391842285, -15.778721849844699]",0,-13.82680553370205
5,,0,-14.854273451937342
6,,0,-16.003002445907
7,,0,-14.81952922858114
8,,0,-15.635931348223313
9,,0,-15.665737208965101
10,,0,-14.101861072557817
11,,0,-14.688432938764072
12,,0,-14.12256426422586
13,,0,-14.978013671947975
14,,0,-14.454970360000406
15,,0,-15.876666361915593
16,,20,-14.211712249239582
17,,20,-15.954927588751929
18,,20,-15.261421930100687
19,,20,-15.388732933464807
20,,20,-15.597772880817143
21,,20,-15.218663173629785
22,,20,-15.261931518944017
23,,20,-14.246794892398462
24,,20,-13.897098649875895
25,,20,-14.523839873460307
26,,20,-15.964276459489163
27,,20,-15.631780569749711
28,,20,-15.358806665149327
29,,20,-14.230811625632267
30,,20,-14.456224687064793
31,,20,-17.28174235154426
32,,40,-14.93432516504507
33,,40,-15.53181439553622
34,,40,-15.939769295290958
35,,40,-15.959278267615534
36,,40,-16.135378028372568
37,,40,-14.161420960848044
38,,40,-15.204186292334223
39,,40,-15.87870488256284
40,,40,-15.257432525527499
41,,40,-15.941959421608106
42,,40,-15.781328161417186
43,,40,-15.964506415595647
44,,40,-14.391663428074018
45,,40,-15.985062862357207
46,,40,-15.969284657819902
47,,40,-16.213689401490534
48,,60,-16.26429087515304
49,,60,-14.277905926661678
50,,60,-16.587765460065654
51,,60,-15.985134202926703
52,,60,-16.202721168300585
53,,60,-16.116032356414802
54,,60,-14.173329622288767
55,,60,-14.325555920034821
56,,60,-14.556230630763853
57,,60,-15.534906549045125
58,,60,-16.000258833859338
59,,60,-16.053331313314892
60,,60,-14.488552644111753
61,,60,-15.782486972540479
62,,60,-14.309842344025252
63,,60,-15.36125037050904
64,,80,-15.731001429992727
65,,80,-14.333529610532164
66,,80,-16.01070549810923
67,,80,-16.066181652638356
68,,80,-14.117484792359633
69,,80,-15.545899973839731
70,,80,-16.19666365253806
71,,80,-14.926671123812778
72,,80,-15.498056949921935
73,,80,-14.991227773660638
74,,80,-16.2856143093575
75,,80,-16.391235880489823
76,,80,-16.035058917544042
77,,80,-15.50747157600205
78,,80,-16.35965391842285
79,,80,-15.778721849844699
