,AllScores,AllAiScores
0,56050.602094521935,0
1,53977.119381497054,0
2,56305.5891567436,0
3,51049.89916447081,0
4,52466.33559791223,0
5,52841.81247579217,0
6,55832.04029889472,0
7,53320.841654358344,0
8,54171.375470675775,0
9,53404.44973329479,0
10,55983.261512171506,0
11,51337.44156519005,0
12,55046.52186779461,0
13,54560.284228232646,0
14,56665.224906074654,0
15,55433.59333400573,0
16,53893.91326459524,20
17,54395.412372610364,20
18,54555.40536946529,20
19,52677.09869256009,20
20,54374.359794851356,20
21,55892.09436306979,20
22,54566.89740332842,20
23,54295.111363701166,20
24,54203.816896635195,20
25,54100.621590456154,20
26,53650.667102379215,20
27,53201.165524107666,20
28,55804.08497114618,20
29,55295.98283736608,20
30,52608.07308543787,20
31,54063.26642509921,20
32,52285.46980212458,40
33,55825.90746732075,40
34,52542.5143051119,40
35,50989.77692408242,40
36,52337.14308281006,40
37,55630.57116136589,40
38,55464.921434848126,40
39,48264.033294900975,40
40,55811.88533633063,40
41,53658.6390926034,40
42,48980.28473996923,40
43,57628.425525669234,40
44,53432.74055434506,40
45,55990.0693653092,40
46,56487.59072661437,40
47,48667.44521495757,40
48,55686.88970735082,60
49,54220.20666028216,60
50,53048.70178237482,60
51,57551.869154282336,60
52,55679.7287666294,60
53,58779.77423417529,60
54,55180.521318541745,60
55,54509.51956642237,60
56,57336.43611283528,60
57,47364.9156522054,60
58,52899.2226364835,60
59,57652.94526267813,60
60,41146.28960995746,60
61,49448.03542917808,60
62,55116.2378660806,60
63,54969.9382004495,60
64,50817.101259914205,80
65,55089.75862182528,80
66,58843.618928688054,80
67,52948.83263371599,80
68,52287.08807774789,80
69,53595.3340464368,80
70,52238.28591403218,80
71,52675.41152264275,80
72,47424.80741382386,80
73,54943.92587966023,80
74,49301.38261559801,80
75,53196.416568538545,80
76,54187.02715302556,80
77,56760.356616208024,80
78,57603.22678130854,80
79,50394.59854594416,80
