,AllScores,AllAiScores,AllScores_flat
0,"[-16.04860255295688, -15.049270553339408, -15.504893601406534, -15.85238700712797, -15.474674143885824, -14.672248297937575, -15.29504203009288, -14.20416050246705, -15.740395814263673, -15.334203429611435, -15.565521702966308, -14.67583073185793, -14.55720317171097, -15.836913959887228, -15.159691806963998, -15.628139618457537]",0,-16.04860255295688
1,"[-14.685696938075859, -14.525938440671844, -15.764919046566495, -15.530286370052446, -15.51043592528281, -15.804285599927997, -15.960589981052422, -11.513946406901681, -15.417136789164909, -15.931761395569598, -16.43124690533382, -15.329724165179636, -15.424505358460644, -14.115825527135573, -14.606747982624332, -15.863251120534386]",0,-15.049270553339408
2,"[-15.180576780509575, -15.914319628309734, -15.630229417867017, -15.149935515863815, -15.020836804858966, -15.892462097380914, -15.905874218957251, -16.53482779278081, -14.885166306293236, -15.984606533353084, -16.44561769625242, -15.860246628702194, -15.780609549792231, -15.406014113464607, -15.462554590033896, -17.730358686816146]",0,-15.504893601406534
3,"[-15.96453335273302, -14.143916639441375, -15.43884019041608, -15.328431605528213, -15.73977978995672, -15.600177224176418, -16.108656122015304, -14.358329183731438, -14.788052872012058, -14.089726690607941, -16.15525822464813, -15.99311168368015, -15.499619151377537, -15.637006733280305, -14.11955176947064, -15.086031346579828]",0,-15.85238700712797
4,"[-17.20370811864847, -15.704579956317058, -15.214983266706064, -15.387904973869084, -14.285832597359434, -14.582119349666492, -15.724235962002105, -15.084834351708986, -15.629068072995516, -16.582487857620016, -15.682230074967007, -14.93251881564073, -14.265691221632775, -15.22459294176236, -15.608845081221737, -16.741577761200613]",0,-15.474674143885824
5,,0,-14.672248297937575
6,,0,-15.29504203009288
7,,0,-14.20416050246705
8,,0,-15.740395814263673
9,,0,-15.334203429611435
10,,0,-15.565521702966308
11,,0,-14.67583073185793
12,,0,-14.55720317171097
13,,0,-15.836913959887228
14,,0,-15.159691806963998
15,,0,-15.628139618457537
16,,20,-14.685696938075859
17,,20,-14.525938440671844
18,,20,-15.764919046566495
19,,20,-15.530286370052446
20,,20,-15.51043592528281
21,,20,-15.804285599927997
22,,20,-15.960589981052422
23,,20,-11.513946406901681
24,,20,-15.417136789164909
25,,20,-15.931761395569598
26,,20,-16.43124690533382
27,,20,-15.329724165179636
28,,20,-15.424505358460644
29,,20,-14.115825527135573
30,,20,-14.606747982624332
31,,20,-15.863251120534386
32,,40,-15.180576780509575
33,,40,-15.914319628309734
34,,40,-15.630229417867017
35,,40,-15.149935515863815
36,,40,-15.020836804858966
37,,40,-15.892462097380914
38,,40,-15.905874218957251
39,,40,-16.53482779278081
40,,40,-14.885166306293236
41,,40,-15.984606533353084
42,,40,-16.44561769625242
43,,40,-15.860246628702194
44,,40,-15.780609549792231
45,,40,-15.406014113464607
46,,40,-15.462554590033896
47,,40,-17.730358686816146
48,,60,-15.96453335273302
49,,60,-14.143916639441375
50,,60,-15.43884019041608
51,,60,-15.328431605528213
52,,60,-15.73977978995672
53,,60,-15.600177224176418
54,,60,-16.108656122015304
55,,60,-14.358329183731438
56,,60,-14.788052872012058
57,,60,-14.089726690607941
58,,60,-16.15525822464813
59,,60,-15.99311168368015
60,,60,-15.499619151377537
61,,60,-15.637006733280305
62,,60,-14.11955176947064
63,,60,-15.086031346579828
64,,80,-17.20370811864847
65,,80,-15.704579956317058
66,,80,-15.214983266706064
67,,80,-15.387904973869084
68,,80,-14.285832597359434
69,,80,-14.582119349666492
70,,80,-15.724235962002105
71,,80,-15.084834351708986
72,,80,-15.629068072995516
73,,80,-16.582487857620016
74,,80,-15.682230074967007
75,,80,-14.93251881564073
76,,80,-14.265691221632775
77,,80,-15.22459294176236
78,,80,-15.608845081221737
79,,80,-16.741577761200613
