,AllScores,AllAiScores
0,35328.6870059123,0
1,40532.81768623375,0
2,36039.31902427837,0
3,19338.425078578694,0
4,17279.392825029772,0
5,33827.134003526684,0
6,6454.582199951359,0
7,35690.420437664274,0
8,11609.765677055984,0
9,19500.091479712864,0
10,26097.485853935144,0
11,37517.599492072455,0
12,24915.59389699367,0
13,1791.4105411235032,0
14,34830.76006989538,0
15,10049.666627123443,0
16,23707.06008434952,20
17,28883.391728300314,20
18,23221.038413966213,20
19,33002.72338839187,20
20,26836.9595646394,20
21,5472.352284117287,20
22,384.41403917008404,20
23,21037.578901985635,20
24,27621.880807953967,20
25,29452.251096187632,20
26,38381.38219051416,20
27,34464.45730310758,20
28,5671.497346985886,20
29,34566.60723836592,20
30,13267.463348404597,20
31,22911.326389117472,20
32,34922.96396879666,40
33,18417.00686744584,40
34,36778.7054784438,40
35,20384.984839286044,40
36,32067.527768659183,40
37,25839.050104914557,40
38,24118.840245555482,40
39,45101.95277974489,40
40,37039.69505607687,40
41,5768.475053597737,40
42,30988.49211886906,40
43,28126.914805284334,40
44,22510.113217243816,40
45,34848.68323035436,40
46,42346.10435219904,40
47,31097.73060486225,40
48,29347.103164734126,60
49,38404.92125133564,60
50,41851.648173563706,60
51,32397.098707733625,60
52,23135.66750098545,60
53,31947.515830663164,60
54,46784.595332189245,60
55,37311.82908362568,60
56,28708.5725572601,60
57,33443.67981088023,60
58,40766.69174512309,60
59,44628.077668653714,60
60,48614.167079014136,60
61,45695.54096979495,60
62,38392.54192809373,60
63,29763.750343382642,60
64,41984.65606618377,80
65,31799.076134148414,80
66,45278.515743077594,80
67,43543.44185496755,80
68,-1323.2780539673672,80
69,44424.17414071478,80
70,51200.03950724878,80
71,36605.821686113806,80
72,37834.9253496617,80
73,32901.886892379815,80
74,37466.62768342663,80
75,46082.57213768303,80
76,37883.46490066696,80
77,46594.306956351924,80
78,42900.52340230132,80
79,49637.09078215283,80
