,AllScores,AllAiScores,AllScores_flat
0,"[-15.880323885227298, -15.838432955119154, -17.679606498122343, -16.23873698566026, -16.134432118854413, -15.431272342003254, -15.680743216293633, -16.57431653710614, -15.003308591121668, -15.094994307423672, -15.023024787720644, -16.193929587638863, -14.87871894474484, -15.734127646363884, -15.205852367647388, -15.925492214069951]",0,-15.880323885227298
1,"[-15.078385792300319, -15.606743827585365, -15.690575952051038, -15.84568782472932, -15.883681387137862, -15.597231746160944, -15.995088619179082, -16.772454600537294, -16.779463326259233, -15.268935464841883, -15.819723085933454, -15.647517268880552, -15.536478353410764, -15.749828762594671, -15.861492923440197, -17.105036771012188]",0,-15.838432955119154
2,"[-14.267379842607905, -15.898893908413962, -15.47525275440595, -15.47594211769654, -15.638887427865088, -15.948631817398105, -15.752001730914486, -15.19136202736204, -15.214392103592042, -15.915044430331898, -14.688156308240476, -16.267103954839584, -15.601891971939274, -15.357365346403068, -15.869154011269664, -12.448659898924815]",0,-17.679606498122343
3,"[-14.793925667501338, -15.072838679167873, -15.340286122454167, -15.631038013971784, -16.014148089030506, -15.581285356375023, -14.632861186484458, -16.345866760328708, -16.223409093557887, -14.778758424601584, -15.511012408953272, -16.339466902910935, -15.291282949587574, -15.481444701674487, -15.866091218366645, -15.59151655284058]",0,-16.23873698566026
4,"[-14.112075455493347, -16.073002412420426, -14.904219087718756, -14.235789241595244, -13.225455599156072, -16.679834436124043, -16.06362285469226, -15.868113855022093, -15.046454383685399, -15.375842783227572, -14.893357385870434, -14.994090372927165, -15.5271723269164, -15.954673574035272, -14.240683189410587, -16.81480112882675]",0,-16.134432118854413
5,,0,-15.431272342003254
6,,0,-15.680743216293633
7,,0,-16.57431653710614
8,,0,-15.003308591121668
9,,0,-15.094994307423672
10,,0,-15.023024787720644
11,,0,-16.193929587638863
12,,0,-14.87871894474484
13,,0,-15.734127646363884
14,,0,-15.205852367647388
15,,0,-15.925492214069951
16,,20,-15.078385792300319
17,,20,-15.606743827585365
18,,20,-15.690575952051038
19,,20,-15.84568782472932
20,,20,-15.883681387137862
21,,20,-15.597231746160944
22,,20,-15.995088619179082
23,,20,-16.772454600537294
24,,20,-16.779463326259233
25,,20,-15.268935464841883
26,,20,-15.819723085933454
27,,20,-15.647517268880552
28,,20,-15.536478353410764
29,,20,-15.749828762594671
30,,20,-15.861492923440197
31,,20,-17.105036771012188
32,,40,-14.267379842607905
33,,40,-15.898893908413962
34,,40,-15.47525275440595
35,,40,-15.47594211769654
36,,40,-15.638887427865088
37,,40,-15.948631817398105
38,,40,-15.752001730914486
39,,40,-15.19136202736204
40,,40,-15.214392103592042
41,,40,-15.915044430331898
42,,40,-14.688156308240476
43,,40,-16.267103954839584
44,,40,-15.601891971939274
45,,40,-15.357365346403068
46,,40,-15.869154011269664
47,,40,-12.448659898924815
48,,60,-14.793925667501338
49,,60,-15.072838679167873
50,,60,-15.340286122454167
51,,60,-15.631038013971784
52,,60,-16.014148089030506
53,,60,-15.581285356375023
54,,60,-14.632861186484458
55,,60,-16.345866760328708
56,,60,-16.223409093557887
57,,60,-14.778758424601584
58,,60,-15.511012408953272
59,,60,-16.339466902910935
60,,60,-15.291282949587574
61,,60,-15.481444701674487
62,,60,-15.866091218366645
63,,60,-15.59151655284058
64,,80,-14.112075455493347
65,,80,-16.073002412420426
66,,80,-14.904219087718756
67,,80,-14.235789241595244
68,,80,-13.225455599156072
69,,80,-16.679834436124043
70,,80,-16.06362285469226
71,,80,-15.868113855022093
72,,80,-15.046454383685399
73,,80,-15.375842783227572
74,,80,-14.893357385870434
75,,80,-14.994090372927165
76,,80,-15.5271723269164
77,,80,-15.954673574035272
78,,80,-14.240683189410587
79,,80,-16.81480112882675
